0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
34,3,11,88,40,4,12,75,58,51,5,97,35,19,14,21,78,92,24,10
92,37,67,21,16,44,1,69,87,59,14,84,67,75,84,68,4,95,0,68
60,48,85,93,52,48,55,99,54,25,31,30,50,75,27,27,89,53,59,44
27,96,58,26,23,50,86,3,72,10,92,99,60,95,38,49,11,33,42,21
52,80,9,73,90,28,27,9,81,78,3,20,72,45,55,46,15,64,61,65
30,42,43,70,96,43,60,5,65,33,80,5,40,76,36,2,44,92,98,95
90,77,6,30,8,91,5,30,49,66,84,41,21,14,57,38,61,82,75,12
86,86,10,78,15,42,12,36,61,67,57,51,77,12,84,71,76,18,81,41
42,56,64,60,73,26,43,77,75,27,44,75,22,69,61,20,22,15,34,83
29,23,16,37,33,98,31,99,27,33,6,27,1,39,42,78,78,91,91,75
55,90,90,47,27,55,78,10,94,19,16,55,84,47,18,22,67,52,3,37
41,17,35,18,66,86,72,53,97,95,52,10,89,40,92,75,79,88,89,84
2,32,24,69,32,53,33,49,9,86,70,22,70,49,62,67,34,36,44,31
91,16,12,57,2,58,78,65,0,99,65,94,90,48,56,43,37,84,82,29
94,73,35,94,90,4,17,43,44,10,8,51,52,50,40,43,86,65,19,43
93,70,75,25,18,60,77,30,86,17,48,70,14,62,63,90,88,54,74,0
40,7,65,48,83,4,48,24,76,14,41,88,28,79,61,67,81,80,82,55
95,57,65,43,23,1,91,29,84,72,69,95,27,79,28,65,26,15,28,78
11,87,75,38,84,32,6,16,4,54,92,21,49,41,16,14,19,8,97,81
43,58,8,35,88,57,72,22,73,98,1,44,82,19,45,94,12,96,63,32
86,50,81,16,35,9,81,36,18,52,72,30,4,44,71,86,87,66,11,95
58,4,7,52,58,10,80,16,50,35,18,72,9,66,90,66,17,98,78,51
9,98,51,49,59,86,35,15,79,96,83,38,54,58,59,36,16,23,54,75
17,68,40,12,87,92,23,72,73,33,13,42,38,30,7,87,99,8,47,69
25,53,56,62,99,27,43,96,53,5,59,47,35,17,99,49,63,21,49,7
91,52,64,78,80,45,97,31,51,29,29,7,27,35,54,20,94,54,70,33
64,26,36,30,89,20,29,38,84,85,56,87,79,56,47,44,37,88,5,83
7,55,29,14,20,95,8,30,28,28,49,85,35,70,15,16,92,71,62,54
53,10,21,33,94,67,56,60,42,96,21,15,95,44,85,18,91,56,26,81
24,11,88,71,81,7,99,47,29,96,15,8,51,44,50,44,8,86,99,68
20,66,7,88,1,29,44,58,84,4,49,77,30,98,77,68,23,69,80,83
98,6,99,65,70,93,19,56,97,11,98,66,54,44,7,4,70,96,31,90
16,58,76,78,92,48,0,73,94,44,83,59,36,96,45,73,98,30,23,26
69,59,91,7,35,27,32,59,16,72,22,38,75,2,42,63,50,18,85,81
42,83,11,15,17,56,52,57,62,55,32,2,62,95,90,75,57,36,70,96
2,68,68,92,9,20,79,8,51,50,17,68,59,74,0,42,4,42,61,53
19,58,6,33,49,52,77,95,41,4,88,82,62,51,16,17,18,92,8,59
5,96,21,78,77,14,57,16,27,44,8,53,3,54,77,40,21,70,79,22
54,17,31,21,74,90,80,90,17,56,5,67,49,56,30,49,17,63,8,26
97,28,43,46,68,87,79,45,0,53,93,95,82,20,37,21,81,4,13,78
17,74,23,63,8,8,73,92,88,95,72,61,7,2,92,0,90,58,25,15
95,4,12,13,14,68,30,87,28,25,53,22,42,49,93,37,0,16,83,3
80,80,68,14,88,57,47,24,75,73,71,41,4,50,46,44,97,41,48,68
73,23,31,5,54,89,88,23,67,12,95,50,31,18,63,25,56,63,86,82
52,61,72,3,80,62,36,21,39,87,19,51,46,72,93,96,19,10,30,90
26,60,20,74,63,17,22,59,33,93,37,73,65,35,80,71,18,75,29,70
10,33,2,56,59,68,63,83,44,87,26,79,79,71,18,93,18,57,48,88
84,33,42,33,5,10,49,66,89,98,22,71,20,9,74,8,7,38,78,90
43,92,70,36,33,23,58,66,90,2,5,58,70,87,48,62,59,92,12,69
9,47,59,69,64,8,20,25,70,75,73,51,2,92,28,65,9,91,41,3
30,86,87,75,93,6,97,50,7,96,12,73,22,62,22,49,50,77,87,60
64,0,48,92,53,10,73,85,34,36,65,69,52,44,76,28,97,55,76,30
26,98,35,86,63,13,82,21,87,40,76,34,16,41,34,75,94,56,42,30
96,68,66,44,78,85,55,96,25,3,73,96,10,21,49,23,54,95,13,96
16,18,92,13,54,91,41,10,77,72,61,97,15,93,66,53,23,45,35,88
17,30,73,86,46,81,75,51,35,10,74,67,16,89,17,52,62,30,62,49
83,85,22,11,67,46,29,8,97,57,16,31,20,30,39,1,85,77,52,98
88,57,46,48,70,33,73,29,86,41,20,62,25,60,76,51,1,4,94,45
4,4,99,53,36,84,34,10,54,0,90,88,22,21,44,25,44,19,32,75
2,44,65,0,90,11,28,46,9,75,15,50,62,94,2,41,55,4,65,79
74,45,94,92,73,65,58,32,25,37,90,29,18,88,98,74,7,7,54,74
14,79,4,5,81,58,29,23,54,25,92,50,55,67,83,55,51,54,37,81
89,33,73,22,68,65,99,98,42,30,36,20,33,50,29,60,60,59,4,68
42,80,15,45,71,69,79,14,36,76,14,57,47,20,7,77,10,44,61,60
22,5,1,60,26,29,41,19,41,29,28,19,7,39,43,77,37,70,51,49
79,9,5,24,79,84,63,20,21,15,47,34,41,97,84,90,68,5,17,40
25,56,64,88,92,10,53,28,37,13,2,10,59,73,15,40,70,26,40,4
82,14,37,89,30,98,4,29,48,16,9,40,18,89,36,68,16,39,33,13
59,94,54,53,49,93,83,95,46,32,71,27,6,16,55,45,57,84,95,21
23,50,55,67,39,46,86,91,33,34,26,19,16,76,35,77,65,72,22,90
92,96,21,96,45,1,85,85,33,66,43,47,80,85,69,65,34,6,46,86
42,26,24,70,33,69,89,79,28,19,69,6,36,74,8,35,24,88,69,80
22,74,35,22,43,56,48,77,42,1,90,56,20,56,22,28,14,43,86,37
93,71,32,87,82,96,89,20,75,96,96,25,62,47,56,58,53,49,24,92
25,25,26,41,55,57,47,51,91,9,92,33,65,48,17,30,41,43,25,67
5,82,42,31,40,4,37,21,83,25,1,82,43,13,12,1,23,93,29,8
39,49,27,52,13,98,99,7,14,94,1,87,10,42,19,27,62,70,81,68
11,45,15,45,34,2,85,69,29,1,96,94,23,37,21,46,63,24,48,37
88,5,46,53,96,88,34,20,9,17,22,74,18,16,26,52,30,30,8,99
78,63,97,79,67,11,87,26,57,36,78,4,88,15,58,23,69,53,1,42
96,97,86,96,38,68,25,55,15,30,34,45,82,46,96,35,66,60,26,49
38,44,10,5,33,44,21,20,36,76,64,45,1,50,91,25,56,71,22,85
2,22,26,35,13,65,1,28,49,59,31,66,64,14,41,33,0,66,70,41
23,39,24,28,44,96,31,5,79,87,42,60,66,74,15,44,24,74,27,0
14,35,55,8,10,45,16,48,24,10,59,59,31,65,49,63,12,3,15,14
46,45,39,70,53,33,64,99,32,59,5,19,67,53,45,60,84,83,79,58
14,1,51,89,24,97,98,89,97,41,79,47,45,62,33,64,98,73,43,69
78,93,20,23,39,76,42,39,58,25,82,0,57,6,30,9,37,57,53,94
58,34,81,2,19,3,87,70,11,76,12,24,79,59,87,66,48,46,16,53
79,55,75,79,32,44,30,8,88,97,75,90,76,53,78,8,27,5,7,48
95,76,95,97,21,96,58,5,24,73,58,21,93,80,7,97,64,68,63,57
78,37,88,45,28,38,62,35,10,38,59,51,25,1,97,93,93,72,74,42
18,80,76,86,43,65,53,8,83,84,43,78,20,56,76,23,55,20,59,21
38,14,33,87,34,84,45,39,19,32,50,4,34,7,1,44,72,18,48,71
13,4,63,69,44,91,72,90,70,19,33,35,46,73,2,34,62,35,48,6
27,81,77,38,1,99,21,7,13,32,73,13,74,51,86,92,42,50,38,22
9,0,54,29,87,35,6,82,64,97,60,13,64,51,50,86,61,32,44,47
50,42,86,4,38,7,67,18,87,23,72,40,14,12,91,63,32,14,42,25
4,13,2,83,67,44,96,31,75,74,4,95,74,84,22,31,99,45,96,98
52,86,4,71,57,11,68,98,20,78,42,91,75,85,95,30,13,38,32,26
4,87,46,93,61,27,37,52,83,8,49,71,98,82,11,63,25,52,51,33
72,43,65,11,29,66,13,46,38,50,4,6,61,77,80,29,79,15,7,56
19,79,24,57,20,44,97,9,32,14,21,30,45,82,51,55,15,27,29,26
7,39,19,53,26,73,42,62,28,20,80,84,86,33,66,6,31,77,37,8
15,23,16,39,45,47,11,75,55,67,66,95,93,0,92,45,25,97,34,0
71,21,1,83,1,34,68,24,83,6,2,2,0,6,16,33,37,42,5,30
95,2,55,82,59,11,98,18,94,16,86,74,85,37,52,9,64,62,62,45
62,8,84,87,64,22,35,20,20,58,90,75,82,35,46,47,68,47,87,52
62,51,69,49,69,74,42,30,17,30,33,41,12,8,87,85,18,63,26,2
2,1,14,27,29,7,55,23,35,73,30,46,44,9,81,30,70,94,4,62
53,42,15,26,81,71,59,59,34,30,53,2,32,67,67,72,81,55,57,86
42,69,44,19,7,46,75,52,56,99,43,13,37,84,68,19,45,5,85,3
20,64,95,67,72,22,99,30,94,57,23,31,8,62,53,71,30,67,17,11
4,11,29,81,72,81,24,32,87,78,11,54,38,26,72,68,6,37,64,45
96,13,68,88,31,14,89,30,64,82,34,71,60,18,11,36,1,12,50,60
8,71,99,60,41,45,56,34,86,39,0,3,35,14,29,41,81,87,20,66
34,36,84,39,75,12,50,14,16,18,87,85,47,29,10,85,23,93,22,77
43,95,70,0,34,9,3,63,84,35,80,43,52,56,60,9,58,55,25,51
21,63,91,2,2,7,45,51,18,46,2,55,64,89,55,5,20,41,74,95
17,11,93,54,91,91,73,1,99,83,26,93,20,80,7,25,77,75,91,52
79,25,64,13,42,90,69,88,58,84,59,37,31,87,56,85,36,24,27,92
5,92,33,40,86,40,10,54,75,4,57,49,94,34,41,89,62,98,10,61
31,11,90,28,58,28,82,64,0,8,57,21,19,62,57,83,68,89,70,24
84,17,52,61,32,23,52,74,44,35,70,96,23,56,21,68,50,76,14,38
76,13,55,91,32,80,70,12,52,35,81,27,71,56,89,72,79,23,73,35
15,81,81,55,84,3,69,59,11,92,16,61,32,24,84,72,44,70,28,30
69,59,75,47,88,39,54,59,10,96,36,47,46,7,70,69,5,13,37,72
40,58,99,7,54,43,2,95,92,88,46,8,10,80,54,93,81,79,26,13
85,57,26,82,19,76,60,62,92,5,5,53,20,72,7,80,44,76,70,41
99,7,27,17,73,15,48,77,29,89,3,7,3,6,32,22,44,60,61,16
63,71,17,73,33,64,0,50,26,65,95,44,11,57,51,47,74,14,19,48
99,76,31,81,97,26,52,82,59,50,27,30,83,64,34,11,62,13,98,1
67,50,59,82,18,98,37,7,42,12,50,26,96,45,11,21,46,9,99,91
88,74,13,82,51,77,88,45,21,37,86,85,44,55,7,48,67,19,51,50
70,96,40,84,61,63,65,21,35,42,36,90,64,89,21,79,11,5,41,85
9,81,17,15,93,40,98,56,91,81,46,2,0,86,50,14,87,91,66,57
49,20,20,62,56,38,89,19,75,66,93,23,7,4,46,33,2,69,89,84
63,39,17,50,60,98,44,59,80,99,71,7,89,41,66,10,26,82,21,87
99,99,54,49,45,57,86,69,1,76,47,4,15,11,20,34,91,1,82,36
65,29,66,47,41,2,45,46,12,86,92,70,48,57,6,4,56,9,92,4
25,78,15,70,63,6,53,8,8,74,16,50,43,16,64,4,45,18,27,56
82,54,87,9,3,71,13,14,1,55,96,55,69,67,34,63,85,99,0,36
9,82,83,4,35,58,51,72,15,1,50,5,22,63,17,33,33,56,79,42
53,97,1,46,45,92,68,25,68,60,48,36,66,76,57,45,44,28,76,46
37,44,5,12,26,81,80,33,52,14,13,48,46,41,74,46,84,91,67,23
39,14,36,10,83,19,96,89,28,38,9,40,91,24,45,59,85,8,84,85
32,42,3,22,27,5,77,47,8,6,85,52,25,38,30,61,1,11,89,24
98,1,0,95,72,6,32,58,31,14,37,50,25,2,21,31,55,41,84,92
68,80,70,55,6,72,71,11,98,59,67,13,84,28,42,85,79,81,98,66
40,56,28,90,50,4,20,5,57,16,51,67,74,22,7,50,37,93,99,94
39,35,89,73,87,90,88,66,12,6,45,19,1,78,61,33,90,84,17,58
56,40,84,18,53,19,93,3,70,0,98,29,98,77,17,63,19,58,5,17
57,82,5,71,12,50,82,44,5,90,23,87,14,68,28,7,77,36,83,53
35,96,89,10,32,84,79,18,4,99,72,39,97,72,96,65,30,84,86,93
14,58,63,19,61,28,90,4,52,17,63,0,34,93,4,40,19,55,33,31
41,76,90,70,34,3,33,88,31,47,33,11,44,40,35,55,79,41,38,46
19,77,45,30,95,6,38,76,43,71,31,82,45,31,77,19,35,84,36,98
74,83,20,95,82,21,28,57,10,33,54,88,74,4,66,93,93,69,84,88
42,18,75,78,58,92,7,97,66,6,54,91,38,85,15,37,39,16,22,86
29,92,85,74,66,14,77,1,61,92,64,37,63,30,14,63,17,9,88,4
22,40,73,56,6,35,59,91,87,16,87,30,58,79,5,61,51,4,64,92
48,32,30,75,74,66,73,6,22,28,97,71,56,28,56,33,12,80,43,94
21,22,7,48,81,95,21,13,66,99,93,36,5,6,14,49,53,87,18,65
46,92,49,2,78,48,22,39,0,56,89,91,30,79,26,23,47,94,14,34
32,7,39,20,22,71,45,31,48,26,41,72,56,57,41,34,67,23,71,24
90,55,48,92,75,74,94,24,87,0,50,69,48,26,19,45,17,60,84,90
23,52,2,69,36,5,45,62,77,86,6,63,20,36,86,85,28,42,54,72
46,48,62,87,16,62,11,97,40,37,2,5,73,15,53,27,76,26,26,34
90,45,69,36,71,62,56,38,60,43,96,44,71,32,38,6,84,25,67,68
31,41,96,87,38,94,7,52,61,76,30,70,12,88,21,0,32,56,92,24
50,16,86,37,46,61,47,94,46,9,8,60,58,83,50,62,78,44,92,21
3,84,50,79,99,44,34,6,43,95,86,37,10,62,47,71,79,15,20,37
79,51,58,32,81,77,43,61,85,63,15,42,3,7,95,32,3,50,95,56
25,41,95,3,72,26,71,27,21,82,93,4,73,82,82,28,4,55,77,91
93,88,29,47,68,52,60,24,38,76,73,83,43,94,2,69,62,57,13,57
94,25,0,52,20,44,59,3,90,94,39,83,67,67,52,30,86,58,73,45
23,81,35,35,93,27,24,90,2,69,63,93,98,76,48,84,80,23,82,19
66,25,2,54,86,82,3,48,74,74,9,32,62,13,89,89,39,39,88,41
32,70,11,53,94,65,46,48,82,89,91,60,5,73,38,9,72,81,81,5
96,3,56,61,68,16,17,85,60,74,66,63,48,10,32,74,24,41,55,77
29,65,42,34,67,34,77,77,52,34,69,24,38,43,48,11,64,92,39,68
33,22,82,91,96,88,0,12,32,15,23,76,69,52,90,98,80,75,27,4
5,57,31,4,13,83,84,5,94,49,22,96,22,46,65,40,25,63,7,56
43,24,4,46,86,90,12,12,10,58,25,33,2,78,34,49,88,59,44,85
91,26,45,98,7,72,83,40,43,66,93,65,1,7,18,89,50,83,14,78
32,64,38,91,45,56,81,87,70,45,5,69,50,17,22,73,2,89,42,82
77,32,44,96,98,58,38,44,54,69,16,0,45,80,77,18,11,70,82,64
84,46,86,41,87,93,53,40,91,10,33,32,21,81,99,0,63,77,74,3
22,66,11,98,73,3,9,74,48,30,50,35,81,35,52,11,65,1,94,15
28,67,31,89,99,40,75,46,51,24,8,36,13,41,63,11,39,47,80,39
36,83,53,57,91,53,27,62,46,87,28,5,35,49,82,16,34,37,37,88
21,11,49,31,31,41,20,77,3,70,29,27,78,42,37,4,90,95,62,88
62,5,36,49,39,54,27,87,35,99,45,42,72,50,62,61,27,42,15,66
34,79,36,4,21,4,36,89,16,21,26,52,5,67,98,34,0,61,2,34
58,32,16,54,29,73,5,81,71,11,92,91,92,55,50,49,73,86,68,92
98,4,40,28,96,95,58,7,13,57,99,83,76,61,10,33,88,68,69,99
9,78,44,16,12,40,34,39,85,41,25,19,74,92,77,47,79,18,20,53
81,92,92,43,48,82,0,70,88,97,55,41,3,75,91,67,99,35,74,39
20,96,39,18,94,37,32,49,77,54,80,3,47,71,66,33,47,90,36,83
64,22,9,53,61,36,9,83,8,6,35,16,55,97,28,91,49,94,15,60
9,87,74,39,98,81,22,27,46,74,14,3,27,83,83,92,24,51,71,0
96,22,60,13,20,36,49,89,93,27,16,43,4,78,25,16,81,25,70,32
7,89,40,74,38,17,2,2,86,95,32,75,32,33,56,55,80,51,38,58
98,30,43,54,25,24,46,69,27,0,40,43,50,68,85,92,80,0,52,67
21,28,12,4,6,42,6,49,74,87,47,52,1,96,27,43,41,27,89,72
70,88,84,58,73,82,24,56,83,26,4,14,40,24,42,81,30,20,53,31
46,22,81,0,45,14,42,69,53,48,32,30,11,27,92,8,48,15,71,95
54,52,63,46,29,30,28,5,97,72,27,86,14,16,30,75,67,59,10,62
92,70,89,76,39,32,26,63,24,35,29,98,99,10,45,47,63,35,41,89
59,27,53,74,81,75,54,54,73,40,2,27,60,46,64,94,16,40,63,94
44,96,8,18,24,80,54,95,13,70,29,51,49,35,83,98,85,50,77,32
83,38,29,40,9,47,95,10,63,97,71,94,97,47,14,27,44,85,95,50
61,64,37,85,84,78,38,6,59,38,18,23,17,87,23,66,88,33,71,32
56,46,37,26,10,87,27,36,97,45,80,27,70,44,28,62,40,77,66,68
78,50,55,35,24,81,26,69,12,12,76,40,35,7,90,27,22,89,34,68
30,75,33,45,66,33,54,64,29,48,16,48,11,49,21,36,26,75,2,34
17,21,84,22,49,62,83,66,71,76,88,86,55,91,36,8,99,51,97,75
44,38,13,55,92,48,72,71,19,27,96,87,36,96,28,46,14,52,46,29
12,39,90,44,19,16,72,53,99,37,56,41,58,36,86,47,33,24,46,2
94,51,25,98,76,24,11,56,75,43,22,78,45,35,12,12,35,14,8,66
34,52,38,97,58,15,43,73,5,43,91,93,72,40,11,93,13,55,61,83
44,90,22,54,11,0,63,7,65,83,14,71,93,62,1,13,83,26,43,98
11,24,15,3,67,56,91,23,58,20,64,62,12,42,11,81,81,24,80,92
76,69,11,34,77,21,69,70,50,58,34,4,50,84,54,80,99,23,32,28
34,85,69,46,31,24,93,89,45,22,62,31,78,76,7,96,53,88,31,25
45,56,51,52,60,36,92,54,60,45,20,2,39,90,59,48,30,96,79,45
1,4,83,3,97,24,42,83,78,59,9,76,83,45,43,97,55,44,35,70
34,23,1,60,75,90,67,54,80,5,46,23,62,29,38,5,74,70,90,15
14,7,17,60,51,47,64,41,46,44,25,16,26,72,88,98,85,84,80,48
47,86,24,67,5,94,40,58,17,9,88,73,76,63,55,74,84,30,30,16
41,98,28,98,68,16,63,79,68,86,27,7,57,63,65,11,23,85,2,34
61,98,37,93,75,32,38,91,44,37,39,90,78,4,11,11,8,16,29,6
78,19,17,22,54,92,62,65,93,3,19,1,89,18,85,71,79,78,84,73
63,7,32,69,36,48,25,38,12,84,7,73,10,85,42,87,25,53,94,45
26,75,3,75,49,7,45,51,8,95,19,93,25,94,23,10,2,49,79,81
18,12,58,72,14,67,39,79,17,41,64,43,25,0,40,58,90,78,8,1
0,96,87,84,86,77,51,99,43,26,11,20,86,11,44,85,90,84,11,38
23,32,47,13,94,84,4,30,27,14,8,11,4,69,19,72,53,28,8,71
1,46,14,22,32,5,91,20,36,58,81,5,30,97,45,11,85,23,6,30
84,66,79,29,75,93,57,31,62,99,37,29,87,80,92,40,19,68,73,7
78,75,14,44,51,37,28,87,51,85,98,49,6,78,1,39,75,59,36,72
48,83,47,16,23,83,69,7,34,74,52,29,35,24,73,32,35,75,43,98
51,91,87,49,88,20,46,95,42,89,11,40,80,33,27,99,15,32,38,19
55,62,78,90,78,44,61,84,36,19,25,96,1,78,98,4,14,95,72,7
37,59,48,92,34,30,21,5,12,29,66,71,82,20,55,23,32,60,63,38
84,55,70,36,73,5,98,42,5,43,10,33,16,98,93,69,80,54,30,1
33,28,32,30,4,40,64,13,72,39,39,56,24,59,65,96,79,45,26,60
38,62,20,12,57,34,17,53,10,20,80,32,3,25,94,72,80,86,69,47
87,17,75,4,34,6,14,31,83,17,77,31,35,97,49,8,72,82,44,27
4,50,99,51,96,41,52,46,12,28,49,56,58,87,26,71,33,11,34,57
29,1,70,58,22,83,60,35,53,6,72,16,71,99,1,98,3,89,3,32
94,74,1,88,72,34,16,12,98,71,78,46,23,97,96,32,13,50,83,43
78,47,4,66,12,47,61,25,63,64,57,35,77,36,19,17,59,13,5,34
6,24,36,66,65,98,93,72,35,76,87,89,15,35,15,77,2,36,54,93
53,87,89,18,20,32,98,22,88,2,68,66,89,30,4,32,38,36,50,21
40,44,75,8,56,90,94,92,13,0,34,11,56,13,62,16,43,86,74,33
97,94,71,65,79,22,5,30,18,92,81,79,11,53,16,53,75,16,75,9
60,27,9,33,81,73,16,32,54,19,78,52,34,23,75,44,69,63,34,25
69,94,92,95,93,63,76,38,28,13,78,51,63,43,80,84,90,17,64,27
95,23,18,45,34,68,23,5,8,9,32,48,71,3,76,36,91,15,49,51
31,70,32,10,56,22,34,79,74,32,95,64,67,31,48,46,82,81,24,36
80,60,84,80,99,80,6,19,57,78,53,82,79,48,9,1,80,56,55,94
33,80,36,96,48,38,78,2,66,80,71,25,54,42,19,49,41,47,29,47
66,62,37,57,77,29,8,92,90,50,75,23,85,64,18,63,37,15,79,43
35,56,6,87,54,34,74,41,1,43,53,77,96,0,58,45,9,3,31,68
38,65,21,81,16,52,89,25,60,20,46,63,82,67,57,92,17,62,92,54
54,36,32,83,97,80,9,23,13,80,9,43,74,20,16,66,81,75,46,24
44,86,96,57,63,7,19,75,61,58,88,98,73,81,17,58,45,1,13,83
77,77,92,89,20,20,91,52,95,52,1,29,62,98,95,16,86,5,54,39
97,79,40,19,42,41,87,99,27,74,57,78,52,20,63,62,69,81,35,34
8,80,88,86,94,8,11,86,29,68,64,99,98,92,93,87,43,80,38,97
54,8,0,3,12,24,17,23,67,88,21,20,97,98,70,77,80,38,22,72
12,87,33,86,20,82,21,92,40,54,96,58,78,71,23,25,40,2,58,75
78,7,90,75,1,24,67,91,64,59,83,35,73,11,50,72,33,47,3,9
64,77,9,28,94,30,20,29,7,76,60,72,61,49,56,22,74,61,11,91
60,4,93,32,84,98,68,39,70,9,60,70,13,3,77,67,13,27,19,50
92,29,4,85,44,33,14,19,75,19,69,52,32,50,87,66,14,91,11,44
41,80,35,8,76,35,37,44,77,86,9,51,53,23,42,68,81,58,43,41
8,65,49,78,83,5,56,67,31,71,59,66,69,66,47,67,92,71,66,10
44,82,12,33,48,5,90,1,8,59,90,4,34,40,9,71,63,74,49,57
7,66,81,75,53,33,20,26,72,11,60,66,82,91,46,91,54,13,30,76
80,18,34,15,26,83,85,76,25,28,11,54,1,89,14,82,63,37,1,36
51,13,61,48,58,91,38,70,69,41,62,0,69,68,23,80,43,56,87,18
92,7,69,32,14,4,91,37,32,11,23,73,0,32,30,36,37,25,92,43
44,12,50,41,47,67,59,70,99,86,26,36,86,42,74,4,92,60,11,98
38,89,6,4,36,85,8,18,78,48,35,67,18,3,34,99,60,92,87,78
28,50,82,26,96,64,81,1,89,40,73,75,10,26,19,10,90,47,49,55
86,51,90,25,50,64,19,21,42,23,39,68,23,32,43,54,55,15,5,35
61,60,88,93,17,17,90,9,96,38,61,26,13,47,76,89,86,1,59,78
52,52,38,18,63,47,77,44,28,25,66,33,44,22,39,53,59,33,36,89
84,10,85,71,42,6,41,48,26,73,9,44,58,33,22,94,1,25,97,57
89,80,34,11,20,17,92,57,84,25,46,83,73,13,20,1,6,43,47,4
36,74,38,51,14,41,66,17,11,24,68,98,95,50,11,81,88,32,86,35
44,87,30,22,60,36,91,87,79,12,9,42,14,3,93,69,76,73,20,99
56,30,73,50,76,55,72,83,89,88,63,91,88,68,75,56,46,40,3,73
99,80,89,22,24,17,86,53,89,64,13,90,80,92,23,92,0,23,35,17
34,59,38,89,53,64,11,54,82,31,3,81,11,39,5,18,24,0,4,49
85,0,16,79,94,92,63,67,37,27,32,45,77,32,73,16,93,23,99,6
99,28,88,36,53,0,31,38,30,95,88,94,19,4,62,1,18,33,81,31
92,83,42,54,52,60,27,40,51,87,46,77,52,85,83,40,99,38,62,91
38,71,22,11,62,97,54,62,40,52,82,8,95,12,22,66,55,38,70,32
28,79,17,36,22,66,69,56,23,45,98,46,29,71,15,14,72,29,75,26
12,59,44,20,61,33,65,0,65,56,10,39,95,72,11,41,35,4,15,37
63,65,81,37,1,40,39,69,65,23,65,19,2,15,13,95,78,72,34,18
39,48,81,13,39,89,92,77,11,87,66,10,29,33,22,95,10,13,39,56
2,38,43,81,70,23,46,81,14,91,45,8,88,42,94,96,20,21,32,2
33,10,5,68,16,0,94,83,4,33,43,11,68,95,96,89,68,9,73,43
11,72,69,7,82,76,67,84,58,43,52,73,22,56,78,5,23,28,11,1
77,3,52,15,73,12,80,12,99,31,84,32,9,57,64,63,23,62,92,63
87,11,40,97,79,28,12,26,34,26,0,4,17,44,55,50,82,43,90,14
8,4,46,89,21,15,2,44,32,41,68,31,65,19,74,6,24,37,23,94
63,61,57,59,88,58,18,37,14,53,78,1,6,31,19,53,94,81,54,26
5,9,96,66,93,36,71,16,81,80,41,91,36,84,65,58,6,54,85,95
70,2,95,87,74,75,12,78,33,36,92,55,0,84,69,88,50,32,71,85
25,25,89,66,30,14,97,77,25,29,11,42,38,85,61,96,55,43,48,37
91,70,9,11,29,74,1,35,51,52,0,66,1,1,46,52,67,13,18,37
3,91,77,85,71,90,39,4,33,70,32,27,53,97,12,30,30,10,35,40
47,26,12,20,73,69,80,24,98,93,75,58,36,14,30,91,75,89,59,55
19,86,52,94,50,54,15,80,38,17,72,92,63,70,4,36,48,93,34,59
21,31,61,13,88,84,84,14,61,14,32,1,95,50,61,64,38,24,80,48
31,63,96,81,97,86,43,65,24,90,91,9,76,31,83,93,77,55,30,39
40,70,94,10,62,44,71,71,5,41,20,90,79,65,59,34,34,44,11,52
58,16,47,19,80,84,32,94,66,53,40,25,18,25,92,52,69,13,30,7
22,73,90,83,97,7,1,7,50,41,64,58,88,82,92,15,64,89,39,91
1,67,59,72,99,49,91,33,55,58,74,99,72,87,43,73,69,60,38,81
81,90,14,56,90,44,69,10,42,72,13,58,19,49,43,13,88,41,7,63
85,42,72,70,23,45,79,12,34,37,9,96,22,96,90,12,33,15,89,7
56,5,39,32,56,89,50,5,68,48,89,65,88,55,71,34,6,86,14,8
50,26,45,86,86,66,61,33,10,20,53,0,82,84,64,2,99,87,12,73
37,64,85,83,93,17,2,95,83,36,24,81,60,29,87,55,3,63,50,87
11,23,96,72,95,64,95,48,32,21,65,85,21,19,24,24,67,98,3,46
38,27,2,28,56,11,39,65,0,84,66,24,83,92,41,71,69,53,60,22
21,91,98,73,25,77,73,28,16,19,68,61,71,1,88,62,27,5,17,24
16,40,14,3,62,22,5,15,64,38,42,58,34,90,73,22,16,34,57,69
66,77,68,60,42,18,75,24,20,31,26,46,35,80,42,39,82,36,82,95
46,44,75,60,79,45,61,66,37,89,18,98,52,8,60,63,14,35,32,16
28,25,45,44,85,15,74,31,97,54,74,49,78,89,96,20,29,52,46,39
81,42,12,40,63,97,38,84,95,3,78,61,71,18,37,34,7,68,24,83
45,72,41,8,37,2,68,16,20,9,16,5,31,43,14,83,74,48,20,68
39,17,72,53,39,40,73,34,17,12,9,1,74,44,43,44,70,41,17,39
62,14,47,7,73,36,80,11,64,76,94,21,36,72,22,60,78,83,71,20
9,71,66,72,47,3,13,61,67,80,52,19,97,88,50,89,13,6,28,62
66,59,15,5,78,3,72,14,25,36,34,88,70,42,23,50,66,63,6,27
81,12,10,52,0,39,17,32,8,2,63,77,58,85,78,13,30,51,29,43
34,15,62,23,96,62,16,12,60,60,37,6,14,32,47,69,90,6,65,65
98,80,73,2,77,0,48,21,76,84,63,4,24,53,2,88,41,16,87,16
27,54,88,71,73,31,34,17,60,42,28,96,20,53,36,67,90,36,37,62
55,95,28,70,88,27,19,21,47,17,71,8,22,5,82,58,97,94,96,34
10,35,9,53,41,22,27,23,43,50,71,60,51,81,78,45,5,85,47,56
